"source_mod","role_name","team_hint","role_kind","source_path","source_ref"
"BoundlessHostRoles","Minion","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Mischievous","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Mole","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Monarch","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Monitor","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Morphling","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Mortician","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Mycologist","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Necromancer","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Necroview","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Needy","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Nice Eraser","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Nice Guesser","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Nice Hacker","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Nice Swapper","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Nightmare","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Nimble","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Noisemaker","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Noisemaker EHR","CustomVariant","vanilla_remake","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Noisy","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Nonplus","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Not Assigned","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","NSerial Killer","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Nuker","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Nullifier","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Oblivious","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Observer","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Onbound","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Opportunist","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Oracle","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Over Killer","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Overheat","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Oxyman","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Paranoia","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Parasite","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Parity Cop","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Patroller","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Pelican","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Penguin","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Perceiver","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Pestilence","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Phantasm","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Phantom","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Phantom EHR","CustomVariant","vanilla_remake","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Philantropist","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Physicist","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Pickpocket","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Plague Bearer","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Plague Doctor","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Poisoner","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Postman","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Potato","Gamemode","gamemode_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Predator","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Provocateur","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Psychic","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Puppeteer","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Pursuer","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Pyromaniac","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Quick Shooter","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Quiz Master","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Rabbit","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Randomizer","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Rascal","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Reach","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Reckless","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Recruit","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Refugee","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Revolutionist","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Rhapsode","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Ricochet","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Rift Maker","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Ritualist","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Rogue","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Romantic","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Rookie","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Roulete Grandeur","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Runner","Gamemode","gamemode_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Ruthless Romantic","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Sabotage Master","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Saboteur","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Safeguard","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Samurai","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Sans","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Sapper","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Scavenger","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Schrodingers Cat","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Scientist","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Scientist EHR","CustomVariant","vanilla_remake","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Scout","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Security Guard","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Seeker","Gamemode","gamemode_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Seer","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Sentinel","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Sentry","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Serial Killer","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Shapeshifter","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Shapeshifter EHR","CustomVariant","vanilla_remake","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Sheriff","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Shifter","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Shiftguard","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Sidekick","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Silencer","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Simon","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Sleep","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Sleuth","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Sniper","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Snitch","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Socialite","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Sonar","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Soothsayer","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Soul Hunter","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Specter","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Speed Booster","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Speedrunner","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Spiritcaller","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Spiritualist","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Sprayer","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Spurt","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Spy","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Stained","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Stealth","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Stressed","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Succubus","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Sunglasses","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Sunnyboy","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Super Star","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Swapster","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Swift","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Swiftclaw","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Swooper","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Swords Man","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Task Manager","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Taskcounter","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Tasker","Gamemode","gamemode_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Taskinator","Gamemode","gamemode_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Telekinetic","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Terrorist","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Tether","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Tickets Stealer","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Tiger","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Time Manager","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Time Master","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Time Thief","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Toilet Master","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Torch","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Tornado","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Totocalcio","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Tracefinder","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Tracker","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Tracker EHR","CustomVariant","vanilla_remake","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Traitor","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Transmitter","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Transporter","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Trapper","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Tremor","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Trickster","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Troll","Gamemode","gamemode_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Truant","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Tunneler","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Twister","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Undead","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Underdog","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Undertaker","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Unlucky","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Unreportable","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Vampire","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Vengeance","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Vengeful Romantic","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Venter","Gamemode","gamemode_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Ventguard","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Ventriloquist","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Veteran","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Vindicator","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Virus","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Visionary","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Vulture","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Warden","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Warlock","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Watcher","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Weapon Master","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Werewolf","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Wildling","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Witch","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Witness","Crewmate","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Workaholic","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Workhorse","Any","sub_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Wraith","Neutral","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Yin Yanger","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"BoundlessHostRoles","Zombie","Impostor","custom_role","CustomRoles.cs","https://github.com/Ultradragon005/BoundlessHostRoles"
"TheOtherRoles","Anti tp","Any","modifier","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Armored","Any","modifier","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Arsonist","Neutral","custom_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Bait","Any","modifier","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Bloody","Any","modifier","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Bomber","Crewmate/Other","custom_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Bounty Hunter","Crewmate/Other","custom_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Camouflager","Crewmate/Other","custom_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Chameleon","Any","modifier","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Cleaner","Crewmate/Other","custom_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Deputy","Crewmate/Other","custom_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Detective","Crewmate/Other","custom_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Engineer","Crewmate/Other","custom_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Eraser","Crewmate/Other","custom_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Evil Guesser","Impostor","custom_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Godfather","Crewmate/Other","custom_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Hacker","Crewmate/Other","custom_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Hunted","Gamemode","gamemode_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Hunter","Gamemode","gamemode_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Invert","Any","modifier","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Jackal","Neutral","custom_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Janitor","Crewmate/Other","custom_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Jester","Neutral","custom_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Lawyer","Neutral","custom_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
"TheOtherRoles","Lighter","Crewmate/Other","custom_role","TheOtherRoles/RoleInfo.cs","https://github.com/TheOtherRolesAU/TheOtherRoles"
