"role_name","sources","source_count","team_hints","kinds","icon_file","enabled"
"Rabbit","BoundlessHostRoles","1","Crewmate","custom_role","Rabbit.png","false"
"Randomizer","BoundlessHostRoles","1","Crewmate","custom_role","Randomizer.png","false"
"Rascal","BoundlessHostRoles","1","Any","sub_role","Rascal.png","false"
"Reach","BoundlessHostRoles","1","Any","sub_role","Reach.png","false"
"Reckless","BoundlessHostRoles","1","Neutral","custom_role","Reckless.png","false"
"Recruit","BoundlessHostRoles","1","Any","sub_role","Recruit.png","false"
"Refugee","BoundlessHostRoles","1","Impostor","custom_role","Refugee.png","false"
"Revolutionist","BoundlessHostRoles","1","Neutral","custom_role","Revolutionist.png","false"
"Rhapsode","BoundlessHostRoles","1","Crewmate","custom_role","Rhapsode.png","false"
"Ricochet","BoundlessHostRoles","1","Crewmate","custom_role","Ricochet.png","false"
"Rift Maker","BoundlessHostRoles","1","Impostor","custom_role","RiftMaker.png","false"
"Ritualist","BoundlessHostRoles","1","Neutral","custom_role","Ritualist.png","false"
"Rogue","BoundlessHostRoles","1","Neutral","custom_role","Rogue.png","false"
"Romantic","BoundlessHostRoles","1","Neutral","custom_role","Romantic.png","false"
"Rookie","BoundlessHostRoles","1","Any","sub_role","Rookie.png","false"
"Roulete Grandeur","BoundlessHostRoles","1","Neutral","custom_role","RouleteGrandeur.png","false"
"Runner","BoundlessHostRoles","1","Gamemode","gamemode_role","Runner.png","false"
"Ruthless Romantic","BoundlessHostRoles","1","Neutral","custom_role","RuthlessRomantic.png","false"
"Sabotage Master","BoundlessHostRoles","1","Crewmate","custom_role","SabotageMaster.png","false"
"Saboteur","BoundlessHostRoles","1","Impostor","custom_role","Saboteur.png","false"
"Safeguard","BoundlessHostRoles","1","Crewmate","custom_role","Safeguard.png","false"
"Samurai","BoundlessHostRoles","1","Neutral","custom_role","Samurai.png","false"
"Sans","BoundlessHostRoles","1","Impostor","custom_role","Sans.png","false"
"Sapper","BoundlessHostRoles","1","Impostor","custom_role","Sapper.png","false"
"Scavenger","BoundlessHostRoles; TOU-Mira; TOU-R","3","Impostor","custom_role","Scavenger.png","false"
"Schrodingers Cat","BoundlessHostRoles","1","Neutral","custom_role","SchrodingersCat.png","false"
"Scientist","BoundlessHostRoles","1","Crewmate","custom_role","Scientist.png","false"
"Scientist EHR","BoundlessHostRoles","1","CustomVariant","vanilla_remake","ScientistEHR.png","false"
"Scout","BoundlessHostRoles","1","Crewmate","custom_role","Scout.png","false"
"Security Guard","BoundlessHostRoles; TheOtherRoles","2","Crewmate; Crewmate/Other","custom_role","SecurityGuard.png","false"
"Seeker","BoundlessHostRoles","1","Gamemode","gamemode_role","Seeker.png","false"
"Seer","BoundlessHostRoles; TheOtherRoles; TOU-Mira; TOU-R","4","Any; Crewmate; Crewmate/Other; Mixed/Non-Impostor","custom_role; sub_role","Seer.png","false"
"Sentinel","BoundlessHostRoles","1","Crewmate","custom_role","Sentinel.png","false"
"Sentry","BoundlessHostRoles; TOU-Mira","2","Crewmate","custom_role","Sentry.png","false"
"Serial Killer","BoundlessHostRoles","1","Impostor","custom_role","SerialKiller.png","false"
"Shapeshifter","BoundlessHostRoles","1","Impostor","custom_role","Shapeshifter.png","false"
"Shapeshifter EHR","BoundlessHostRoles","1","CustomVariant","vanilla_remake","ShapeshifterEHR.png","false"
"Sheriff","BoundlessHostRoles; TheOtherRoles; TOU-Mira; TOU-R","4","Crewmate; Crewmate/Other; Mixed/Non-Impostor","custom_role","Sheriff.png","false"
"Shifter","BoundlessHostRoles","1","Neutral","custom_role","Shifter.png","false"
"Shiftguard","BoundlessHostRoles","1","Crewmate","custom_role","Shiftguard.png","false"
"Sidekick","BoundlessHostRoles; TheOtherRoles","2","Neutral","custom_role","Sidekick.png","false"
"Silencer","BoundlessHostRoles","1","Impostor","custom_role","Silencer.png","false"
"Simon","BoundlessHostRoles","1","Neutral","custom_role","Simon.png","false"
"Sleep","BoundlessHostRoles","1","Any","sub_role","Sleep.png","false"
"Sleuth","BoundlessHostRoles","1","Any","sub_role","Sleuth.png","false"
"Sniper","BoundlessHostRoles","1","Impostor","custom_role","Sniper.png","false"
"Snitch","BoundlessHostRoles; TheOtherRoles; TOU-Mira; TOU-R","4","Crewmate; Crewmate/Other; Mixed/Non-Impostor","custom_role","Snitch.png","false"
"Socialite","BoundlessHostRoles","1","Crewmate","custom_role","Socialite.png","false"
"Sonar","BoundlessHostRoles; TOU-Mira","2","Any; Crewmate","custom_role; sub_role","Sonar.png","false"
"Soothsayer","BoundlessHostRoles","1","Crewmate","custom_role","Soothsayer.png","false"
"Soul Collector","TOU-Mira; TOU-R","2","Mixed/Non-Impostor; Neutral","custom_role","SoulCollector.png","false"
"Soul Hunter","BoundlessHostRoles","1","Neutral","custom_role","SoulHunter.png","false"
"Spectator","TOU-Mira","1","Utility","ghost_role","Spectator.png","false"
"Specter","BoundlessHostRoles","1","Any","sub_role","Specter.png","false"
"Spectre","TOU-Mira","1","Neutral","ghost_role","Spectre.png","false"
"Speed Booster","BoundlessHostRoles","1","Crewmate","custom_role","SpeedBooster.png","false"
"Speedrunner","BoundlessHostRoles","1","Crewmate","custom_role","Speedrunner.png","false"
"Spellslinger","TOU-Mira","1","Impostor","custom_role","Spellslinger.png","false"
"Spiritcaller","BoundlessHostRoles","1","Neutral","custom_role","Spiritcaller.png","false"
"Spiritualist","BoundlessHostRoles","1","Crewmate","custom_role","Spiritualist.png","false"
"Sprayer","BoundlessHostRoles","1","Neutral","custom_role","Sprayer.png","false"
"Spurt","BoundlessHostRoles","1","Any","sub_role","Spurt.png","false"
"Spy","BoundlessHostRoles; TheOtherRoles; TOU-Mira; TOU-R","4","Crewmate; Crewmate/Other; Mixed/Non-Impostor","custom_role","Spy.png","false"
"Stained","BoundlessHostRoles","1","Any","sub_role","Stained.png","false"
"Stealth","BoundlessHostRoles","1","Impostor","custom_role","Stealth.png","false"
"Stressed","BoundlessHostRoles","1","Any","sub_role","Stressed.png","false"
"Succubus","BoundlessHostRoles","1","Neutral","custom_role","Succubus.png","false"
"Sunglasses","BoundlessHostRoles","1","Any","sub_role","Sunglasses.png","false"
"Sunnyboy","BoundlessHostRoles","1","Neutral","custom_role","Sunnyboy.png","false"
"Super Star","BoundlessHostRoles","1","Crewmate","custom_role","SuperStar.png","false"
"Survivor","TOU-Mira; TOU-R","2","Mixed/Non-Impostor; Neutral","custom_role","Survivor.png","false"
"Swapper","TheOtherRoles; TOU-Mira; TOU-R","3","Crewmate; Crewmate/Other; Mixed/Non-Impostor","custom_role","Swapper.png","false"
"Swapster","BoundlessHostRoles","1","Impostor","custom_role","Swapster.png","false"
"Swift","BoundlessHostRoles","1","Any","sub_role","Swift.png","false"
"Swiftclaw","BoundlessHostRoles","1","Impostor","custom_role","Swiftclaw.png","false"
"Swooper","BoundlessHostRoles; TOU-Mira; TOU-R","3","Impostor","custom_role","Swooper.png","false"
"Swords Man","BoundlessHostRoles","1","Crewmate","custom_role","SwordsMan.png","false"
"Task Manager","BoundlessHostRoles","1","Crewmate","custom_role","TaskManager.png","false"
"Taskcounter","BoundlessHostRoles","1","Any","sub_role","Taskcounter.png","false"
"Tasker","BoundlessHostRoles","1","Gamemode","gamemode_role","Tasker.png","false"
"Taskinator","BoundlessHostRoles","1","Gamemode","gamemode_role","Taskinator.png","false"
"Telekinetic","BoundlessHostRoles","1","Crewmate","custom_role","Telekinetic.png","false"
"Terrorist","BoundlessHostRoles","1","Neutral","custom_role","Terrorist.png","false"
"Tether","BoundlessHostRoles","1","Crewmate","custom_role","Tether.png","false"
"Thief","TheOtherRoles","1","Neutral","custom_role","Thief.png","false"
"Tickets Stealer","BoundlessHostRoles","1","Any","sub_role","TicketsStealer.png","false"
"Tiger","BoundlessHostRoles","1","Neutral","custom_role","Tiger.png","false"
"Time Lord","TOU-Mira","1","Crewmate","custom_role","TimeLord.png","false"
"Time Manager","BoundlessHostRoles","1","Crewmate","custom_role","TimeManager.png","false"
"Time Master","BoundlessHostRoles; TheOtherRoles","2","Crewmate; Crewmate/Other","custom_role","TimeMaster.png","false"
"Time Thief","BoundlessHostRoles","1","Impostor","custom_role","TimeThief.png","false"
"Toilet Master","BoundlessHostRoles","1","Crewmate","custom_role","ToiletMaster.png","false"
"Torch","BoundlessHostRoles","1","Any","sub_role","Torch.png","false"
"Tornado","BoundlessHostRoles","1","Crewmate","custom_role","Tornado.png","false"
"Totocalcio","BoundlessHostRoles","1","Neutral","custom_role","Totocalcio.png","false"
"Tracefinder","BoundlessHostRoles","1","Crewmate","custom_role","Tracefinder.png","false"
"Tracker","BoundlessHostRoles; TheOtherRoles; TOU-R","3","Crewmate; Crewmate/Other; Mixed/Non-Impostor","custom_role","Tracker.png","false"
"Tracker EHR","BoundlessHostRoles","1","CustomVariant","vanilla_remake","TrackerEHR.png","false"
"Traitor","BoundlessHostRoles; TOU-Mira; TOU-R","3","Impostor; Neutral","custom_role","Traitor.png","false"
"Transmitter","BoundlessHostRoles","1","Crewmate","custom_role","Transmitter.png","false"
"Transporter","BoundlessHostRoles; TOU-Mira; TOU-R","3","Crewmate; Mixed/Non-Impostor","custom_role","Transporter.png","false"
"Trapper","BoundlessHostRoles; TheOtherRoles; TOU-Mira; TOU-R","4","Any; Crewmate; Crewmate/Other; Mixed/Non-Impostor","custom_role; sub_role","Trapper.png","false"
"Tremor","BoundlessHostRoles","1","Neutral","custom_role","Tremor.png","false"
"Trickster","BoundlessHostRoles; TheOtherRoles","2","Crewmate/Other; Impostor","custom_role","Trickster.png","false"
"Troll","BoundlessHostRoles","1","Gamemode","gamemode_role","Troll.png","false"
"Truant","BoundlessHostRoles","1","Any","sub_role","Truant.png","false"
"Tunneler","BoundlessHostRoles","1","Crewmate","custom_role","Tunneler.png","false"
"Twister","BoundlessHostRoles","1","Impostor","custom_role","Twister.png","false"
"Undead","BoundlessHostRoles","1","Any","sub_role","Undead.png","false"
"Underdog","BoundlessHostRoles","1","Impostor","custom_role","Underdog.png","false"
"Undertaker","BoundlessHostRoles; TOU-Mira; TOU-R","3","Impostor","custom_role","Undertaker.png","false"
"Unlucky","BoundlessHostRoles","1","Any","sub_role","Unlucky.png","false"
"Unreportable","BoundlessHostRoles","1","Any","sub_role","Unreportable.png","false"
"Vampire","BoundlessHostRoles; TheOtherRoles; TOU-Mira; TOU-R","4","Crewmate/Other; Impostor; Mixed/Non-Impostor; Neutral","custom_role","Vampire.png","false"
"Venerer","TOU-Mira; TOU-R","2","Impostor","custom_role","Venerer.png","false"
"Vengeance","BoundlessHostRoles","1","Neutral","custom_role","Vengeance.png","false"
"Vengeful Romantic","BoundlessHostRoles","1","Neutral","custom_role","VengefulRomantic.png","false"
"Venter","BoundlessHostRoles","1","Gamemode","gamemode_role","Venter.png","false"
"Ventguard","BoundlessHostRoles","1","Crewmate","custom_role","Ventguard.png","false"
"Ventriloquist","BoundlessHostRoles","1","Impostor","custom_role","Ventriloquist.png","false"
"Veteran","BoundlessHostRoles; TOU-Mira; TOU-R","3","Crewmate; Mixed/Non-Impostor","custom_role","Veteran.png","false"
"Vigilante","TOU-Mira; TOU-R","2","Crewmate; Mixed/Non-Impostor","custom_role","Vigilante.png","false"
"Vindicator","BoundlessHostRoles","1","Impostor","custom_role","Vindicator.png","false"
"Virus","BoundlessHostRoles","1","Neutral","custom_role","Virus.png","false"
"Visionary","BoundlessHostRoles","1","Impostor","custom_role","Visionary.png","false"
"Vulture","BoundlessHostRoles; TheOtherRoles","2","Neutral","custom_role","Vulture.png","false"
"Warden","BoundlessHostRoles; TOU-Mira; TOU-R","3","Any; Crewmate; Mixed/Non-Impostor","custom_role; sub_role","Warden.png","false"
"Warlock","BoundlessHostRoles; TheOtherRoles; TOU-Mira; TOU-R","4","Crewmate/Other; Impostor","custom_role","Warlock.png","false"
"Watcher","BoundlessHostRoles","1","Any","sub_role","Watcher.png","false"
"Weapon Master","BoundlessHostRoles","1","Neutral","custom_role","WeaponMaster.png","false"
"Werewolf","BoundlessHostRoles; TOU-Mira; TOU-R","3","Mixed/Non-Impostor; Neutral","custom_role","Werewolf.png","false"
"Wildling","BoundlessHostRoles","1","Impostor","custom_role","Wildling.png","false"
"Witch","BoundlessHostRoles; TheOtherRoles","2","Crewmate/Other; Impostor","custom_role","Witch.png","false"
"Witness","BoundlessHostRoles","1","Crewmate","custom_role","Witness.png","false"
"Workaholic","BoundlessHostRoles","1","Neutral","custom_role","Workaholic.png","false"
"Workhorse","BoundlessHostRoles","1","Any","sub_role","Workhorse.png","false"
"Wraith","BoundlessHostRoles","1","Neutral","custom_role","Wraith.png","false"
"Yin Yanger","BoundlessHostRoles","1","Impostor","custom_role","YinYanger.png","false"
"Yo-Yo","TheOtherRoles","1","Crewmate/Other","custom_role","YoYo.png","false"
"Zombie","BoundlessHostRoles","1","Impostor","custom_role","Zombie.png","false"
